ticker,date,monthly_return,annualised_vol,annualised_return,sharpe_ratio,vix,name,sector,subsector,country,market_cap_bn,esg_score,env_score,social_score,gov_score,scope1_ktco2e,scope2_ktco2e,scope3_ktco2e,revenue_mn,renewable_energy_pct,employees,women_mgmt_pct,board_diversity_pct,board_independence_pct,taxonomy_eligible_pct,taxonomy_aligned_pct,has_sbti,net_zero_year,controversy_score,carbon_intensity
AES,2021-06-30,0.028220557886165065,0.24821793208621168,0.32325366305970893,1.3022977846235366,16.956818147139117,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2021-07-31,-0.08656553926851085,0.240290365190882,-1.0387864712221302,-4.323046703919811,17.60333351861863,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2021-08-31,0.010219307483786189,0.2735578269316571,0.11705752208700543,0.42790777876828906,17.47772723978216,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2021-09-30,-0.04332502770232549,0.1717320169477204,-0.5199003324279059,-3.0273931539869867,19.8247617994036,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2021-10-31,0.0981449287065903,0.22184091837019151,1.1777391444790837,5.308935579295434,17.869047573634557,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2021-11-30,-0.0632664579180271,0.2637419215975327,-0.7591974950163252,-2.878562082272428,18.500476246788388,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2021-12-31,0.04115112136479038,0.245667850878569,0.47136739017850793,1.9187182551269186,21.354545506564055,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2022-01-31,-0.08154722003863091,0.25104353166940724,-1.0274949724867493,-4.092895625129394,23.18100004196167,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2022-02-28,-0.04074321352459165,0.28844655131309566,-0.5403836741156366,-1.8734274050275421,25.74842111687911,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2022-03-31,0.19663891212560003,0.28771107009356406,2.154478515463096,7.488340698056756,26.968695682028066,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2022-04-30,-0.21805505279108706,0.33372851631562306,-2.747493665167697,-8.232720702144794,24.37350015640259,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2022-05-31,0.0829930151539686,0.40644226155152574,0.9959161818476233,2.450326346590728,29.445714587257022,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2022-06-30,-0.039531876157787194,0.45421990982744015,-0.4743825138934463,-1.0443895206479743,28.100000018165225,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2022-07-31,0.06907822953895382,0.4024932133290428,0.8703856921908182,2.1624853870002223,24.86850004196167,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2022-08-31,0.14055016538709353,0.32047550712784584,1.539940942502068,4.805175148339016,22.169565366662066,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2022-09-30,-0.11248691986629376,0.3863698627164867,-1.3498430383955253,-3.493655092312474,27.406190418061755,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2022-10-31,0.15987350249783205,0.42421340310106687,1.9184820299739846,4.522445580336639,30.005714416503906,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2022-11-30,0.10468777782318006,0.3275277671279873,1.2562533338781607,3.8355628437061866,23.436190650576638,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2022-12-31,-0.004209524118128027,0.1836655004014223,-0.05051428941753633,-0.27503417521054024,21.784285681588308,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2023-01-31,-0.03672105488160504,0.36413076958428864,-0.4626852915082236,-1.2706569456803942,20.202999973297118,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2023-02-28,-0.10322813506759165,0.19757410053966093,-1.3691310545806894,-6.929709161479142,20.06210537960655,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2023-03-31,-0.020538499454794357,0.30339384527755225,-0.22503051576557295,-0.7417108793347783,21.644347895746645,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2023-04-30,-0.007974326903253504,0.2663013616605243,-0.1057647568220991,-0.39716190770712584,17.8178946344476,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2023-05-31,-0.1765879290482505,0.30013000855788896,-2.022734460007233,-6.739527545833821,17.64409099925648,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2023-06-30,0.05203981249784995,0.2773326022573844,0.6244777499741994,2.2517285919188095,13.994285628909157,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2023-07-31,0.053024542201185576,0.2709866683461542,0.6681092317349383,2.4654690055877797,13.943999910354615,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2023-08-31,-0.18229452871481067,0.32017356542536396,-1.9973139667883604,-6.238222584474909,15.853912975477135,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2023-09-30,-0.16019410975000248,0.33476603211534917,-2.0184457828500313,-6.029422310548349,15.241000032424926,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2023-10-31,-0.0006044529058162329,0.4392813559141288,-0.006923733284804123,-0.015761500440636914,18.887727303938433,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2023-11-30,0.1540373805586852,0.49570156926645065,1.8484485667042225,3.728954438130173,14.077142897106352,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2023-12-31,0.11784656735882015,0.38417168707324906,1.484866748721134,3.8651123929338866,12.718499994277954,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2024-01-31,-0.1289756135360398,0.3029565236291862,-1.5477073624324778,-5.108678116226493,13.395238149733771,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2024-02-29,-0.08757661764939484,0.3675011258197417,-1.1034653823823748,-3.0026176924519725,13.944000101089477,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2024-03-31,0.1707934120757626,0.3619956295625839,2.1519969921546087,5.944814844187391,13.787499904632568,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2024-04-30,0.013115682002893368,0.3459558266644498,0.15023417566950586,0.4342582609982208,16.137727087194268,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2024-05-31,0.19140702370122298,0.278031893729456,2.192480453304918,7.885715641811765,13.090454535050826,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2024-06-30,-0.19923570323355974,0.39409640205573193,-2.6424945902556347,-6.705198465328646,12.676842037000155,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2024-07-31,0.02155453996083112,0.4585759603840207,0.2468974577331565,0.5384003503506805,14.470000050284646,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2024-08-31,-0.024263611446154076,0.2974752509453719,-0.27792864020140123,-0.9342916404579815,19.31227272207087,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2024-09-30,0.1645860368948583,0.4055732478537285,2.0737840648752144,5.11321709666396,17.768999814987183,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2024-10-31,-0.1920565990512649,0.26466539323429955,-2.1042723026486416,-7.950689271966127,19.96086958180303,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2024-11-30,-0.21002154708716314,0.5750271365385666,-2.6462714932982556,-4.601994106274273,16.121000051498413,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AES,2024-12-31,-0.0268260020962241,0.3075313598397475,-0.33800762641242366,-1.09909970348571,15.792000102996827,AES Corporation,Utilities,Power Generation,US,12.4,68,70,63,70,32000,520,3500,12700,38,8600,29,36,89,52,30,True,2040,2,2560.629921259843
AMT,2020-08-31,-0.0460223123466561,0.21691506293059012,-0.5522677481598732,-2.5460092106954852,22.88952382405599,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2020-09-30,-0.021145586658929738,0.32636563652052464,-0.25374703990715686,-0.7774931289103383,27.647619065784273,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2020-10-31,-0.049764764478351875,0.1853808211043922,-0.5700327567520306,-3.074928427634011,29.438636086203836,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2020-11-30,0.008966140200764028,0.24366160127660041,0.11297336652962675,0.46364862554351083,24.995500087738037,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2020-12-31,-0.022157461158872627,0.20942364175837574,-0.2538036460016319,-1.2119149675300747,22.374090974981133,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2021-01-31,0.015546299103297303,0.27486348701330937,0.2061930196858379,0.7501651890047283,24.90999984741211,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2021-02-28,-0.04875077162954755,0.22659551890594098,-0.6465891816129464,-2.8534950061450393,23.140526219418174,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2021-03-31,0.10522761123247594,0.31102585240534786,1.1529286100253886,3.7068578097579548,21.843043534652047,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2021-04-30,0.06987659400962432,0.15482034976670567,0.8385191281154918,5.4160782441005475,17.416190556117467,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2021-05-31,0.003772156852151487,0.1680832379816565,0.047529176337108736,0.2827716606833559,19.7604998588562,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2021-06-30,0.06189826848520874,0.16726594372135103,0.7090165299214819,4.238857678659532,16.956818147139117,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2021-07-31,0.0462952966807999,0.1060778637473019,0.5555435601695988,5.2371299774004845,17.60333351861863,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2021-08-31,0.03369523162309673,0.16083923313042128,0.38596356222819894,2.399685417022779,17.47772723978216,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2021-09-30,-0.08952129205673898,0.20573430799031558,-1.0742555046808677,-5.221567152190463,19.8247617994036,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2021-10-31,0.061589726011543666,0.15712955228560913,0.739076712138524,4.703613683027169,17.869047573634557,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2021-11-30,-0.06974002509401522,0.20955844691715006,-0.8368803011281827,-3.993541245603177,18.500476246788388,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2021-12-31,0.11509391677507086,0.19403907672045828,1.3183485012417209,6.794242291417389,21.354545506564055,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2022-01-31,-0.1458847309561223,0.3461348049951935,-1.838147610047141,-5.310496325478352,23.18100004196167,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2022-02-28,-0.1010958207835766,0.21693064104469337,-1.340849833550595,-6.181007104820868,25.74842111687911,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2022-03-31,0.1045137906971293,0.23118708684232778,1.1451076198120254,4.953164276830919,26.968695682028066,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2022-04-30,-0.03292546479498348,0.2892022272886866,-0.41486085641679193,-1.4345009037661067,24.37350015640259,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2022-05-31,0.06675414519555112,0.38387733400919527,0.8010497423466134,2.0867336291530703,29.445714587257022,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2022-06-30,0.009610804376939841,0.3818136329179912,0.11532965252327809,0.3020574504945701,28.100000018165225,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2022-07-31,0.060931363617218404,0.2793698539839968,0.767735181576952,2.748096011894434,24.86850004196167,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2022-08-31,-0.062284035336093835,0.19021566809053814,-0.6824163871606803,-3.58759293601338,22.169565366662066,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2022-09-30,-0.16397015044580532,0.30133011463478454,-1.9676418053496638,-6.529854501049348,27.406190418061755,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2022-10-31,-0.02061580836906618,0.44081288402408597,-0.24738970042879416,-0.5612124994406398,30.005714416503906,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2022-11-30,0.07258788120855353,0.42259734088957923,0.8710545745026423,2.0611927483240855,23.436190650576638,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2022-12-31,-0.03382987056586062,0.23272972483700397,-0.40595844679032744,-1.7443343220323362,21.784285681588308,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2023-01-31,0.05617880224141669,0.2872982554589034,0.7078529082418503,2.4638259884703864,20.202999973297118,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2023-02-28,-0.11825695163474326,0.2335707106573485,-1.568460621681858,-6.7151425676090515,20.06210537960655,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2023-03-31,0.03662595687071335,0.3430095448029687,0.4012930926704245,1.1699181516973092,21.644347895746645,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2023-04-30,0.008787568244254085,0.17806382819081595,0.11655090513431733,0.6545456554456393,17.8178946344476,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2023-05-31,-0.09949646541045343,0.26651691446012993,-1.1396867856106483,-4.276226850064114,17.64409099925648,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2023-06-30,0.0598265141705403,0.18485194590608175,0.7179181700464836,3.8837468901259946,13.994285628909157,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2023-07-31,-0.01590313317192993,0.2806021356080631,-0.2003794779663171,-0.7141053204463181,13.943999910354615,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2023-08-31,-0.04661857208031861,0.19722646530258567,-0.51077739844523,-2.5898015140188875,15.853912975477135,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2023-09-30,-0.09492472516874384,0.25634256068494565,-1.1960515371261724,-4.665832836850543,15.241000032424926,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2023-10-31,0.09688874905759025,0.39741958865567806,1.1098165801142157,2.7925563102420554,18.887727303938433,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2023-11-30,0.16213818427912352,0.28254181980831716,1.9456582113494822,6.886266297390812,14.077142897106352,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2023-12-31,0.04231629719561347,0.15823998693226607,0.5331853446647297,3.369472881042118,12.718499994277954,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2024-01-31,-0.09670062430297288,0.19170570711502685,-1.1604074916356746,-6.0530670114031055,13.395238149733771,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2024-02-29,0.018566696136272043,0.2469116347281577,0.23394037131702772,0.9474659692508579,13.944000101089477,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2024-03-31,-0.0052899995134799704,0.1724123650201165,-0.06665399386984763,-0.38659636657771423,13.787499904632568,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2024-04-30,-0.1288447166278115,0.26926892372103606,-1.4758576631912952,-5.4809802883911365,16.137727087194268,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2024-05-31,0.13509357238879172,0.26188260701106736,1.5474354655443414,5.908889800684418,13.090454535050826,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2024-06-30,0.002741459785018052,0.20063197281014353,0.03636041399076575,0.1812294096573198,12.676842037000155,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2024-07-31,0.12845030885245257,0.24569557693986727,1.4713399014008204,5.988467190685013,14.470000050284646,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2024-08-31,0.019326860404481283,0.2619581234232527,0.2213804009967856,0.8450984382686824,19.31227272207087,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2024-09-30,0.038675721214103564,0.19339214038658334,0.48731408729770487,2.51982364083454,17.768999814987183,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
AMT,2024-10-31,-0.07523625059478578,0.2485346754443278,-0.8243276152124355,-3.316750927164231,19.96086958180303,American Tower,Digital Infrastructure,Telecom Towers,US,95.4,69,70,64,72,450,680,1200,11100,42,6200,26,30,90,55,32,True,2045,1,101.8018018018018
